Link,Title,Description,Primary Category,Secondary Category,Tertiary Category
"""https://clinicaltrials.gov/show/NCT05397249"",","""The Impact of Mindfulness and Spirituality on Student Well-being"",",""" The purpose of this research is to find effective ways of well-being promotion in higher education settings. A unique mindfulness training was developed that includes cognitive, emotional, social, and spiritual components. The training is being delivered during class-time of the following courses: Personal Development and College Success, Understanding Health Behavior, and Health Promotion and Disease Prevention. The objective of the study is to explore the training in regard to dosage effects and the incremental effect of spirituality. While the proximal targets of the intervention are well-being and stress, the ultimate targets are grades and persistence in college. The hypotheses to be tested are: - Mindfulness training will increase the well-being and decrease the stress, anxiety and depression symptomology of the participants. - Mindfulness training will increase the functioning of the participants measured through GPA and hours spent in community engagement. - The \""mindfulness training with spiritual components\"" will have a greater impact than the \""mindfulness only training\"" on well-being. The study is designed as an experimental longitudinal study using a 2 X 3 factorial repeated measures design. The 2 level factor is mindfulness and mindfulness plus spirituality. The 3 level factor is the dose of the intervention (i.e., control, one class a week, and two classes a week). "",",Other,Psychiatry,
"""https://clinicaltrials.gov/show/NCT05396014"",","""The BEST Trial: Biomarkers for Evaluating Spine Treatments"",",""" The BEST Trial (Biomarkers for Evaluating Spine Treatments) is a NIAMS-sponsored clinical trial being conducted through the NIH HEAL Initiative's Back Pain Consortium (BACPAC) Research Program. The primary objective of this trial is to inform a precision medicine approach to the treatment of Chronic Low-Back Pain by estimating an algorithm for optimally assigning treatments based on an individual's phenotypic markers and response to treatment. Interventions being evaluated in this trial are: (1) enhanced self-care (ESC), (2) acceptance and commitment therapy (ACT), (3) evidence-based exercise and manual therapy (EBEM), and (4) duloxetine. "",",Chronic pain / diseases,,
"""https://clinicaltrials.gov/show/NCT03104192"",
   ","""MOWI Research Pilot"",",""" The goal of this study is to conduct a program of pilot research aimed at developing and evaluating a technology-assisted wellness intervention for older adults with obesity. "",",Bariatrics,,
"""https://clinicaltrials.gov/show/NCT04668313"",","""COVID-19 Advanced Respiratory Physiology (CARP) Study"",",""" The anticipated second wave of COVID-19 cases will present healthcare system challenges, including requirement to monitor large numbers of patients for deteriorating respiratory failure. Rising respiratory rate can identify deterioration requiring escalation of care. However constant monitoring of respiratory rate can be challenging outwith critical care units due to feasibility and inaccuracy of intermittent measurements. Wearable biosensors which allows for remote patient monitoring of RR is therefore attractive, particularly when combined in a dashboard with clinical summary data. This would establish source data and infrastructure for the training and validation of machine-learning models, with decision support risk-predictions prioritising alerts and clinician reviews. "",",Pulmonology,,
"""https://clinicaltrials.gov/show/NCT04669574"",","""Assessing Sleep and Circadian Rhythms in Primary Brain Tumors Patients"",",""" Background: Sleep disturbances are among the most common and severe symptoms reported by people with primary brain tumors (PBT). Smart wearable devices like Fitbits may be able to give detailed data about people s sleep and circadian rhythms. In this study, researchers will use Fitbits to learn more about sleep disruptions caused by tumors. This might help them design better future treatment and supportive care studies. Objective: To describe sleep disturbances and circadian disruption in people with PBT. Eligibility: English-speaking adults ages 18 and older who have PBT and are enrolled in the NIH study, Evaluation of the Natural History of and Specimen Banking for Patients with Tumors of the Central Nervous System. It is also known as the Natural History Study, trial #16C0151. Design: Participants will be screened over the telephone or in person. They will be asked about their medical history. Their cancer diagnosis will be confirmed through test results and pathology reports. Participants will complete 4 surveys. The surveys take about 20 minutes to complete and will ask about: The quality of their sleep Their ability to fall asleep and stay asleep How the quality of their sleep affects their daily activities Their sleep hygiene and preferences Participants will get a Fitbit. It looks like a watch and is worn on the wrist. They will connect the device to their smart phone to track sleep, heart rate, and activity. They will wear it for 1 month. Participants will keep a daily sleep diary for 1 week. It will be sent via an electronic link. They will also repeat 2 of the surveys. Participation will last for 1 month. "",",Somnology,Oncology,Cardiology
"""https://clinicaltrials.gov/show/NCT04667520"",","""Testing a Lifestyle Physical Activity Intervention for Women With Depression in Alcohol Treatment"",",""" The primary aim of this project is to test the efficacy of a technology-supported lifestyle physical activity (LPA) intervention for preventing relapse among women with depression engaged in alcohol treatment. Participants are randomized to either 1) LPA+Fitbit intervention or 2) Fitbit Only control condition. Follow-up assessments and EMA data will be collected. "",",General Physiology,Psychiatry,
"""https://clinicaltrials.gov/show/NCT02488785"",","""Impact of a Virtual Diabetes Self-Care and Education Program on Diabetes-related Outcomes in Latinos With T2 Diabetes"",",""" The goal of this study is to evaluate the impact of a comprehensive diabetes education and management program based on frequent communication with patients using teleconsultation, text messaging, and phone calls on diabetes related outcomes in Latino patients with type 2 diabetes. The investigators hypothesize that the decline in hemoglobin A1c value between the baseline and the six-month visit will be at least 0.5 percent greater in the intervention group than in the control group. "",",Endocrinology,,
"""https://clinicaltrials.gov/show/NCT05424068"",","""Rehabilitation for People With Advanced Cancer"",",""" The proposed study is a Phase II, feasibility, randomized controlled preference based study. This will be conducted in Vancouver and Toronto and includes breast and colorectal cancers. "",",Oncology,,
"""https://clinicaltrials.gov/show/NCT05424042"",","""Health, Aging and Later-Life Outcomes"",",""" The purpose of this pilot research is to test the feasibility of two interventions focused on either reducing total calorie intake or reducing the total time that calories are ingested each day in older adults. Participation in this research will involve visits to our clinic for testing and weekly intervention visits (in-person or remote depending on group assignment) for nine months with total participation lasting about a year. "",",Bariatrics,,
"""https://clinicaltrials.gov/show/NCT05423158"",","""Virtual Care Strategies to Improve Participation in Cardiac Rehabilitation Among Veterans"",",""" Home-based CR (HBCR) is an alternative to traditional CR programs that has comparable efficacy in improving morbidity/mortality and increases access to critical services. There is major potential to improve Veteran engagement in CR by combining digital coaching (d-Coaching) with existing VA-supported technologies. The investigator's theory-based intervention targets a critical component of successful CR engagement that is not available through traditional programs: virtual social support through a social network. In addition, the investigators propose to improve self-efficacy and self-regulation through interactive digital multi-media education, personalized feedback, and motivation so that Veterans can complete the prescribed HBCR program and maintain physical activity long-term. This RCT will evaluate the effects of HBCR alone (usual care) versus HBCR + d-Coaching, including a private social media group (Movn), optimized Annie text messaging, VA Video Connect, and connected devices (Fitbits). The investigators will randomly assign 150 Veterans from 2 HBCR programs to a 3-month intervention. The addition of d- Coaching to existing digital technologies will be operationalized by using a private social media group to provide social support, education, personalized feedback, and motivation. The investigators aim to determine the effect of the d-Coaching intervention on: a) the number of completed HBCR sessions over 3 months, b) functional capacity, c) physical activity, c) psychosocial outcomes, d) clinical outcomes, and e) social cognitive factors of self-efficacy, self-regulation, and perceived social support over 12 months. The investigators will also evaluate the extent to which self-efficacy, self-regulation, and perceived social support mediate the effect of the intervention on function and physical activity. "",",Other,,
"""https://clinicaltrials.gov/show/NCT05425641"",","""MoST-Influenced Behavioral Intervention for Walking"",",""" This study is a randomized, factorial experiment using the basic Science of Behavior Change (SOBC) approach to efficiently test the effects of four distinct behavior change techniques (BCTs), goal setting, action planning, self- monitoring and feedback, thought to engage one key behavioral mechanism of action (MoA) for improving daily walking by at least 1000 steps per day in persons who have been objectively verified as sedentary (average <5,000 steps per day) and are at risk for cardiovascular disease. "",",Cardiology,General Physiology,
"""https://clinicaltrials.gov/show/NCT04533659"",","""Personalized Behavioral Nutrition Intervention in Older AAs With T2D"",",""" The rapid growth rate and unique challenges as a new immigrant group call for a better understanding of the social and health needs of the older Asian Americans (AAs) population. Overwhelming numbers of AAs, a fast-growing first-generation immigrant group, suffer from type 2 diabetes (T2D) and its consequences of poorly controlled blood glucose. For the older AAs, there are higher prevalence rates, worse diabetes control, and higher rates of complications due to limited English proficiency and health literacy. Despite the evidence concerning the effects of dietary interventions on glycemic control by well-controlled feeding studies in mainstream Americans, a lack of clinical trials of culturally tailored interventions often imposes serious barriers to translate and implement such fruitful and innovative approaches in individuals from ethnic minority communities such as AAs. The proposed study will use a randomized, controlled design with a sample of 60 AAs aged 65 years or older. Metabolomics methodologies will be incorporated into this research to provide a global picture of metabolites' responses to personalized behavioral nutrition (PBN) intervention. The study results will obtain the necessary information to conduct a meaningful community-based clinical trial to test the effectiveness of PBN in improving dietary patterns and glycemic control in older AAs. "",",Endocrinology,,
"""https://clinicaltrials.gov/show/NCT04536012"",","""Gamification-Augmented Home-Based Exercise for Peripheral Artery Disease"",",""" A randomized trial of a gamification-enhanced home-based walking program compared with a standard home-based walking program in patients with intermittent claudication. Patients will be provided with a Fitbit device and set an exercise goal. Over the next 16 weeks, patients will receive text message reminders to exercise and daily steps will be tracked. Half of patients will be randomized to a gamified interface that leverages behavioral economic principles to encourage exercise. "",",General Physiology,,
"""https://clinicaltrials.gov/show/NCT04539990"",","""A Behavioral Intervention for Ameliorating Sleep Problems in Children With ASD"",",""" The present study will test the effectiveness of a behavioral intervention program that targets sleep problems in 1.5-5-year-old children with ASD. Sleep patterns will be measured using questionnaires and sleep diaries that will be completed by the parents as well as by Fitbit sensors that will be placed on the child's wrist or back of the arm. The study will also explore whether specific child (e.g., severity of cognitive abilities) or parent characteristics (e.g., parent stress levels) impact the effectiveness of the intervention. In addition, we will examine whether changes in sleep disturbances are associated with changes in the family's quality of life. "",",Other,Somnology,
"""https://clinicaltrials.gov/show/NCT04539509"",","""Post-Concussion Aerobic Exercise"",",""" This study is looking at the specific role of an exercise prescription on recovery from concussion symptoms in the general population. "",",Other,General Physiology,
"""https://clinicaltrials.gov/show/NCT03256890"",","""Mindfulness-Based Blood Pressure Reduction: Stage 2a RCT"",",""" The primary aim is to evaluate impacts of a behavioral intervention called \""Mindfulness-Based Blood Pressure Reduction\"" (MB-BP) vs. enhanced usual care control on systolic blood pressure at 6 months, via a randomized controlled trial. "",",Cardiology,Psychiatry,
"""https://clinicaltrials.gov/show/NCT03252964"",","""Continuous Glucose Monitors to Regulate Glucose Levels in Type 2 Diabetics"",",""" This study allows Type 2 diabetics to receive feedback from a continuous glucose monitor (CGM) as part of an educational program designed to help them better manage their glucose levels. Subjects will also wear an activity tracker to monitor their activity and observe its effect on their glucose levels. The educational program will involve calls from coaches to check subjects' progress and answer questions. "",",Endocrinology,,
"""https://clinicaltrials.gov/show/NCT03257527"",","""Enduring Happiness and Continued Self-Enhancement (ENHANCE) 2.0"",",""" The study is designed to compare the efficacy of two programs intended to improve happiness and well-being among healthy, community adults between the ages of 25 and 75 years. Participants will complete either an in-person program (ENHANCE) or a mindfulness-based stress reduction (MBSR) self-help program over 3-months. The ENHANCE program will include 12-weekly sessions based on researched principles of happiness. Alternatively, the MBSR self-help guide will teach ways to replace stress-promoting habits. Participants will be asked to complete a series of measures at three points of the study: at the start of the study, the end of the study, and 3-months following the study. "",",Other,Psychiatry,
"""https://clinicaltrials.gov/show/NCT04825535"",","""Non-Inferiority RCT Comparing Online and On-Site CBT in MDDi"",",""" In recent years, Cognitive Behavioral Therapy has been integrated with mindfulness meditation (CBT-M) following evidence for increased efficacy when modalities are combined. We will assess whether online group CBT-M plus standard psychiatric care is non-inferior in efficacy and more cost-effective than office-based, on-site group CBT-M (plus standard psychiatric care) per outcomes at post-intervention and at 6-month follow up in adults with major depressive disorder (MDD). This non-inferiority randomized controlled trial will employ both assessor-blinded and self-report outcome measures and will include a full economic evaluation. "",",Psychiatry,,
"""https://clinicaltrials.gov/show/NCT04827446"",","""Lighting Intervention for Cancer-related Fatigue"",",""" Fatigue is a major problem for cancer patients, and one that can persist long after treatment ends. Recent work has demonstrated that light therapy may mitigate or reduce fatigue levels in both cancer patients and cancer survivors. This protocol seeks to assess how lighting interventions distributed through a mobile app affect fatigue, sleep, and quality of life across three populations of cancer patients: breast cancer and prostate cancer, and patients who have undergone autologous hematopoietic stem cell transplant (HSCT). Participants will be randomized 1:1 to either the interventional SYNC app or to a control app. "",",Oncology,Somnology,
"""https://clinicaltrials.gov/show/NCT04828109"",","""Digital Intervention Postoperative Protocol"",",""" Postoperative recovery after head and neck surgery is complex, and often requires utilization of narcotic medications. The aim of this study is to evaluate reduction in pain and use of opioid medications through Virtual Reality (VR) and Fitbit wearable activity devices. "",",Other,,
"""https://clinicaltrials.gov/show/NCT04824066"",","""The Role of Wearable Devices in Cardiothoracic Surgery: Predicting and Detecting Early Postoperative Complications"",",""" The overarching goal of this research is to use machine learning analysis of high-resolution data-collected by wearable technology-of cardiothoracic surgical patients to assess recovery and detect complications at their earliest stage "",",Cardiology,,
"""https://clinicaltrials.gov/show/NCT04829617"",","""Promoting Well-being and Health in Heart Failure"",",""" The focus of this study is to test the efficacy of a 12-week, phone-delivered Positive Psychology-Motivational Interviewing (PP-MI) intervention, with additional twice weekly PP and health behavior text messages for a total of 24 weeks (with interactive, algorithm-driven, goal-focused text messages in the final 12 weeks), compared to an attention-matched MI-based educational condition, in a randomized trial (NIH Stage II) of 280 patients with New York Heart Association class I-III Heart Failure (HF). "",",Psychiatry,Cardiology,
"""https://clinicaltrials.gov/show/NCT04829851"",","""The PROTEIN Project"",",""" New advances in information computer technology and artificial intelligence (AI) offer the possibility to create a personalized tool and support system for healthy living and eating, and this is the principal objective of the PROTEIN Project (an EU-funded consortium\u037e Horizon 2020). In order to obtain information on the acceptability, usability and its effectiveness at facilitating behaviour change of the application within the home and store. A pilot trial will be conducted in participants who are overweight (BMI 25-29.9 kg/m2) and a separate group of participants who consume a low quality diet (low in fruit and vegetable intake) and/or have a nutrition deficiency (specifically iron-deficiency anaemia). During this study the subjects will be asked to attend the lab (or remotely due to covid restrictions) at the beginning of the study for baseline measurements and instructions on how to use / download the mobile application. Participants will have their anthropometrics measured (including height/ weight/ waist: hip circumference). The PROTEIN application will collect self-reported data from the user, which includes: user profile input, dietary and fluid intake, daily physical activity (such as step count), biochemistry, sleep and chewing (in- meal behaviour). Information on how users will interact with the app, which screens they use, how many log ons and how often data is inputted will also be collected. Throughout the trial, the participants will be contacted via the application or by the researchers to request feedback on their progress and to encourage reporting of any issues. Health care professionals will also be recruited to test the expert dashboard of the PROTEIN app. Through this system they will be able to provide nutrition/ physical activity advice directly to their patients and input their relevant biochemical results (such as haemoglobin for anaemic patients). "",",Other,Somnology,
"""https://clinicaltrials.gov/show/NCT03887078"",","""Noom Coach for Bariatric Health"",",""" Mobile technologies/smartphone applications offer a means to effect behavior change without significant obstacles that typically limit implementation of empirically supported therapies (e.g., in-person sessions); however, rigorous research on apps is limited, and high-quality, adequately powered, randomized controlled trials with large samples are required. As more Americans consider bariatric surgery for the treatment of severe obesity, it is imperative to improve factors influencing suboptimal surgical outcomes (e.g., failure to adhere to diet and exercise recommendations and psychosocial impairment). This study will evaluate the effect of the Noom Coach for Bariatric Health platform in improving standard interventions utilized in bariatric surgery programs. "",",Bariatrics,,
"""https://clinicaltrials.gov/show/NCT03595605"",","""Association Between Inpatient Steps Per Day and Patient Functional Status/Disposition"",",""" This study will incorporate the use of wearable actigraphy devices (Fitbit) on research participants admitted to medicine inpatient units at Tisch Hospital and/or NYU Brooklyn. The investigator's sample size will be 600 randomized into two groups, with basic inclusion criteria including age greater than 65 years and pre-hospital ambulatory status. While both groups will be monitored in terms of their activity (specifically pedometer data), the intervention group will have twice daily encouragement of ambulation. Once a subject is enrolled, data will be collected daily and at time of discharge. "",",Other,,
"""https://clinicaltrials.gov/show/NCT05770817"",","""The SKyRoCKeT Study"",",""" The SKyRoCKeT Study (Surface-Knit and Reformulate CADENCE-Kids for Translation) will recruit a sex- and age-balanced sample of 360 young people 6-20 years of age to develop an integrative, physiologically-coherent age-cadence-log(metabolic equivalent, MET) surface-based model, reformulate the prior R21 CADENCE-Kids study (1; NCT01989104) by providing individualized, more precise, age-specific and coherent cadence-intensity thresholds, investigate additional differences by anthropometric factors, and translate cadence-intensity thresholds to over-ground walking. The SKyRoCKeT Study is an innovative critical step to provide a coherent, interpretable, objectively monitored step-based intensity metric to inform (inter)national physical activity (PA) guidelines by transforming currently vague guidelines of PA intensity into quantifiable PA recommendations that can be of widespread use, which clinicians, young people, parents, and researchers can integrate into preventive care management and action plans for personalized care. The SKyRoCKeT Study will allow for a user-friendly, interpretable metric to more accurately inform public health/behavioral interventions, assessments, analyses, school-based health and physical education curricula and programs, and public health messages for young people and their caregivers. "",",Other,,
"""https://clinicaltrials.gov/show/NCT05777291"",","""IntelligentCare: Wearable-based Intervention"",",""" The benefits of physical activity and adequate sleep are well documented, and their importance strengthens with the increasing prevalence of chronic diseases and multimorbidity. Interventions to promote physical activity and sleep that use commercial activity trackers may be useful non-pharmacological approaches to managing individual health; however, limited evidence exists on their use to improve physical activity in elderly patients with multimorbidity. This study aims to measure the effects of behavioral change techniques (BCTs) delivered by a wearable device on physical activity (PA) and quality of sleep (QS) in elderly patients with multimorbidity. The investigators designed an open-label randomized controlled trial with participants recruited through primary care and a specialist outpatient clinic. Participants must be more than 65 years old, have multimorbidity, and have access to smartphones. All eligible participants will receive PA promotion content and will be randomly assigned to wear a smartwatch. The primary outcome will be the participants' PA measurement at six months using the IPAQ-SF. Secondary outcomes will include changes in the participants' frailty status, biometric measurements, quality of life, and biopsychosocial assessments. A sample size of 40 participants per arm was calculated to detect group differences, with 50 participants recruited and randomized into each arm. This study aims to contribute to a better understanding of PA patterns and the impact of smartwatch-based PA interventions in patients with multimorbidity. The trial's findings are expected to improve our understanding of how physical activity patterns, patient-reported outcomes (PROMs), and healthcare resource utilization are linked in patients with multiple medical conditions. The study will use a registry for locally developed PROMs and data from the participants' medical records to determine how wearable data and medical information data can be used to predict PROMs and unplanned hospital admissions. "",",Somnology,Chronic pain / diseases,
"""https://clinicaltrials.gov/show/NCT05776641"",","""Gamma Light and Sound Stimulation to Prevent Dementia in Cognitively Normal People at Risk for Alzheimer's Disease"",",""" Alzheimer's disease (AD) is characterized by significant memory loss, toxic protein deposits (amyloid and tau) in the brain, and changes in the gamma frequency band on EEG. Gamma waves are important for memory, and in patients with AD, there are fewer gamma waves in the brain. The Tsai lab found that boosting gamma waves in AD mouse models using light and sound stimulation at 40Hz not only reduced amyloid and tau in the brain, but also improved memory. A light and sound device was developed for humans that stimulates the brain at 40Hz that can be used safely at home. The goal of this study is to see if using this device can prevent dementia in people who are at risk for developing Alzheimer's disease. "",",Psychiatry,,
"""https://clinicaltrials.gov/show/NCT04286113"",","""PREDHICT: Precision Recruitment and Engagement of Diabetics and Hypertensives in Clinical Studies"",",""" For the sub-study, this digital navigation tool will both inform/educate, engage, support, and navigate participants and providers through the process of clinical trial participation via personalization (data profiling, adaptive and customized messaging, and tailored digital navigation) in a sample of 100 participants with diabetes and hypertension. "",",Endocrinology,Cardiology,
"""https://clinicaltrials.gov/show/NCT05700383"",","""Improving Multimodal Physical Function in Adults With Heterogenous Chronic Pain; Multi-site Feasibility RCT"",",""" The investigators aim to conduct a randomized controlled trial to test the feasibility of a mind-body walking program compared to a health education program for individuals with chronic musculoskeletal pain. The investigators will assess the feasibility of recruitment procedures (enrollment, recruitment of racial and ethnic minorities) and intervention delivery (fidelity, adherence, credibility, satisfaction, optimization), following pre-specified benchmarks. Both programs will be delivered in-person. "",",Chronic pain / diseases,,
"""https://clinicaltrials.gov/show/NCT05701982"",","""The Effect of a Technology-Mediated Integrated Walking and Tai Chi Intervention on Physical Function in Veterans With COPD and Chronic Musculoskeletal Pain"",",""" Persons with COPD benefit from being physically active, but they are often limited by chronic musculoskeletal pain. This project will determine whether a non-pharmacologic, integrated, technology-mediated walking and Tai Chi mindfulness intervention can improve physical function in Veterans with COPD and chronic musculoskeletal pain. The proposed research addresses VA Rehabilitation R&D Service's high priority area of improving health-related quality of life by reducing disease burden and maximizing function in Veterans with chronic disease. "",",Endocrinology,Chronic pain / diseases,
"""https://clinicaltrials.gov/show/NCT05708352"",","""A Phase 2 Study of the Ketogenic Diet vs Standard Diet Guidance for Patients With Glioblastoma in Combination With Standard-of-care Treatment"",",""" This is a Phase 2, randomized two-armed, multi-site study of 170 patients with newly diagnosed glioblastoma multiforme. Patients will be randomized 1:1 to receive Keto Diet, or Usual Diet. All patients will receive standard of care treatment for their glioblastoma. The Keto Diet intervention will be for an 18-week period and conducted by trained research dietitians. Daily ketone and glucose levels will be recorded to monitor Keto Diet adherence. This two-armed randomized multi-site study aims to provide evidence to support the hypothesis that a Keto Diet vs. usual diet improves overall survival in newly diagnosed glioblastoma multiforme patients who receive standard of care treatment. "",",Endocrinology,,
"""https://clinicaltrials.gov/show/NCT05701618"",","""Psychologically Informed Education Intervention for Adolescents With Atraumatic Lower-Extremity Injuries"",",""" This is a randomized prospective study assessing the impact of psychosocial factors on pain and physical performance among adolescents with leg pain. A set of psychosocial surveys assessing activity-related fear, stress, anxiety and depression will be completed by the participants. Participants will then complete self-report questionnaires assessing pain, quality of life and functional ability followed by an assessment of physical activity levels assessed with a wearable activity monitor;. Participants will then be randomized into one of two intervention groups (psychologically-informed video education group and a control group). After participants receive their assigned educational intervention, the self-report questionnaires will be re-administered. Participants with leg pain pain will then complete follow-up assessment of their psychological beliefs, pain, quality of life, physical activity levels, and self-reported functional ability through REDcap at 1 week, 4 weeks, 3 months, 6 months, and 1 year. "",",Psychiatry,,
"""https://clinicaltrials.gov/show/NCT04851405"",","""Implementing an Evidence-based Exercise Program to Reduce Falls in Community-dwelling Older Adults (Otago)"",",""" Falls are a major health care problem for seniors. The Otago Exercise Program, which consists of strength and balance training delivered by a physiotherapist, can reduce falls in this population. We will test two methods to deliver the Otago program. These will include a new coaching approach by a physiotherapist with the use of a Fitbit to provide feedback versus the traditional delivery. The degree to which the program is delivered as intended by physiotherapists as well as the number of falls, risk of falling, and participation in walking activities in older adults will be assessed over 24 months. Lastly, we will assess if the coaching approach is a cost-effective option. "",",General Physiology,,
"""https://clinicaltrials.gov/show/NCT03225482"",","""Cognitive Rehabilitation Therapy for Mild Cognitive Impairment"",",""" The number of older Veterans with Mild Cognitive Impairment (MCI) seeking care within the Veterans Affairs (VA) health care system is increasing and is expected to increase more rapidly as Vietnam era Veterans age. The cognitive effects of MCI and subsequent neurodegenerative disorders can adversely affect a Veteran's ability to function independently and failure to provide appropriate intervention can result in an increased need for healthcare services and VA benefits in the future. The VA currently spends over $19,000 annually per patient to care for Veterans with dementia (Zhu et al., 2009), and delaying the onset of dementia even by one to two years will result in substantial financial savings to the VA and quality of life gains for the Veteran. Since present pharmacological interventions have demonstrated limited efficacy, alternative treatments are needed. Therefore, an evidence-based cognitive training intervention that optimally addresses the needs of older Veterans with MCI is of critical importance to the VA patient care mission. "",",Psychiatry,,
"""https://clinicaltrials.gov/show/NCT03228719"",","""A Physical Therapist Administered Physical Activity Intervention After Total Knee Replacement"",",""" Background: The definitive treatment for knee osteoarthritis is Total Knee Replacement (TKR), which results in clinically meaningful improvements in pain and physical function. However, evidence suggests that physical activity remains unchanged after TKR. This randomized clinical trial is investigating the efficacy, fidelity, and safety of a physical therapist administered physical activity intervention for people after TKR. Methods/Design: One hundred and twenty-five individuals, over the age of 45, who seek outpatient Physical Therapy (PT) following a unilateral TKR will be randomized into a control and intervention group. The intervention group will receive a weekly physical activity intervention during PT, which includes a FitbitTM monitor, individualized step goals, and face-to-face feedback provided by the physical therapist. Efficacy of the intervention will be measured by minutes/week spent in Moderate-to-Vigorous Physical Activity (MPVA) using an Actigraph GT3X monitor from enrollment to discharge, 6 months and 12 months from discharge from PT. The association of self-efficacy for exercise and kinesiophobia with physical activity will also be measured at the same time points. Fidelity and safety of the intervention will be assessed during outpatient PT. Discussion: This study is designed to fill a critical clinical need to increase physical activity after TKR. The primary objective of the study is to evaluate the efficacy of a physical therapist administered physical activity intervention for people after TKR. The secondary objectives are to evaluate the fidelity and safety of a physical therapist administered physical activity intervention for people after TKR and to investigate changes in self-reported and performance-based physical function after a physical therapist administered physical activity intervention for people after TKR. The tertiary objective is to explore the association of psychosocial factors with physical activity 6 and 12 months after discharge from a physical therapist administered physical activity intervention for people after TKR. The findings will be used to support a large multi-site clinical trial to test the effectiveness, implementation, and cost of this intervention. "",",General Physiology,,
"""https://clinicaltrials.gov/show/NCT03221114"",","""Positive Psychology Intervention for Spanish-speaking Hispanic/Latino Adults at Risk for Cardiovascular Disease"",",""" The largest epidemiologic study of Hispanic/Latino participants thus far, i.e., the Hispanic Community Health Study/Study of Latinos (HCHS/SOL) documented that 80% of men and 71% of women have at least one major cardiovascular disease (CVD) risk factor. The American Heart Association emphasizes that current CVD prevention efforts are sparse and ineffectual in minority populations and acknowledges the need for new and more effective disease prevention strategies. This observational study and pilot cluster-randomized clinical trial seeks to implement and evaluate a novel 8-week Positive Psychology (PP) Intervention (compared to an attention control condition) in Hispanic/Latino adults with uncontrolled hypertension, i.e., elevated 24-hour ambulatory blood pressure, with primary interest in testing efficacy for clinically meaningful improvements in cardiovascular function. "",",Cardiology,,
"""https://clinicaltrials.gov/show/NCT04262544"",","""An Innovative Mobile Health Intervention to Improve Self-care in Patients With Heart Failure"",",""" Heart failure (HF) is associated with high mortality and hospitalization rates. Prior studies show that adherence to routine HF self-care behaviors reduces the risk of all-cause mortality and HF-related hospitalizations, and improves health related quality of life. However, self-care has generally been found to be poor among HF patients. This study aims to assess the feasibility, acceptance, and efficacy of an innovative, patient-centered intervention (iCardia4HF) that aims to promote adherence to HF self-care and improve patient outcomes through the use of commercially available mobile health technologies. "",",Cardiology,,
"""https://clinicaltrials.gov/show/NCT04262180"",","""Physical Activity Promotion for Breast and Endometrial Cancer Survivors"",",""" There are 3,000,000 breast and 760,000 endometrial cancer survivors in the US and these populations will grow 30% by 2026. Increased moderate-to-vigorous intensity physical activity (MVPA) is consistently associated with enhanced quality of life, reduced chronic disease risk, and improved cancer prognosis in these survivors yet 70-90% fail to engage in the 150 minutes/week of MVPA recommended by the American Cancer Society. Unfortunately, since physical activity support is not a part of standard survivorship care, few survivors have access to efficacious MVPA interventions. A key barrier to translation of MVPA promotion into care is the design of existing programs, which are resource-intensive, costly, and deliver multiple components (i.e., coaching calls, supervised exercise) simultaneously to all participants. This \""one-size-fits-all\"" approach does not account for individual needs, nor can it realistically be implemented into care. Thus there is a critical need for effective, scalable interventions that efficiently allocate resources to meet each woman's needs. "",",Oncology,General Physiology,Chronic pain / diseases
"""https://clinicaltrials.gov/show/NCT04262401"",","""Promoting Healthy Habits in Metabolic Syndrome"","," "" A randomized controlled trial will be conducted to evaluate the effectiveness of the Habit Design (HD) approach in a corporate health context over the course of one year in subjects with metabolic syndrome. All subjects will be coached to increase physical activity. Additionally, subjects will choose and be coached to achieve a goal of either increasing fruit and vegetable intake or substituting water for sugar-sweetened beverages. Subjects will be randomly assigned to receive either standard coaching (control condition) or HD-enhanced coaching (experimental condition). "",
   ",Endocrinology,,
"""https://clinicaltrials.gov/show/NCT03507803"",","""Effects of Gait Biofeedback and Impairment-based Rehabilitation in Individuals With Chronic Ankle Instability"",",""" Individuals with chronic ankle instability (CAI) have demonstrated altered gait patterns. Gait training may be necessary to address these alterations as protocols focusing solely on strength or balance have not been shown to impact walking gait. Biofeedback about the foot position during walking may help improve gait biomechanics. The purpose is to determine whether a 4-week rehabilitation program that includes biofeedback has beneficial effects on self-reported function and ankle gait kinematics compared to rehabilitation alone in people with CAI. The design is a single-blinded randomized controlled trial. Participants will complete baseline self-reported function questionnaires and walking gait trials and then be randomized to complete 4- weeks of supervised rehabilitation with or without audiovisual biofeedback. Follow up emails will ask for participant information about ankle health and to complete questionnaires about their ankle for 6 months and 12 months after completing rehabilitation. "",",Chronic pain / diseases,,
